order_id,order_supplier_name,order_supplier_id,order_part_id,order_quantity,order_status,order_created_at,order_updated_at,site_id
282,Titan Mobility Systems,TMS,PART-0321,614,pending,2023-06-09,2023-07-03,SITE-009
283,Lone Star Equipment Group,LSEG,PART-0955,137,shipped,2026-04-20,2026-05-06,SITE-018
284,Compass Maritime Supply,CMS,PART-0899,998,delivered,2024-01-02,2024-01-10,SITE-034
285,Trident Marine Components,TMC,PART-0591,365,delivered,2023-02-23,2023-03-12,SITE-023
286,Lone Star Equipment Group,LSEG,PART-0701,660,shipped,2024-12-21,2024-12-28,SITE-035
287,Granite State Components,GSC,PART-0040,879,shipped,2025-02-27,2025-03-28,SITE-060
288,Vector Aerospace Supply,VAS,PART-0943,524,delivered,2024-02-25,2024-03-01,SITE-016
289,Apex Defense Components,ADC,PART-0399,220,delivered,2024-09-21,2024-09-28,SITE-015
290,Pinnacle Hydraulic Systems,PHS,PART-0140,311,shipped,2023-07-11,2023-07-19,SITE-018
291,Sterling Power Systems,SPS,PART-0933,982,delivered,2024-06-16,2024-06-18,SITE-084
292,Falcon Electronics Group,FEG,PART-0152,579,delivered,2025-11-01,2025-11-19,SITE-073
293,Trident Marine Components,TMC,PART-0356,272,shipped,2025-05-25,2025-06-19,SITE-010
294,Mesa Tactical Manufacturing,MTM,PART-0030,31,delivered,2023-11-16,2023-12-13,SITE-069
295,Heritage Logistics Supply,HLS,PART-0740,166,delivered,2024-12-15,2025-01-12,SITE-021
296,Ironclad Industrial Systems,IIS,PART-0805,439,pending,2024-06-05,2024-06-27,SITE-011
297,Frontier Aviation Components,FAC,PART-0663,833,delivered,2026-09-14,2026-09-19,SITE-046
298,Sterling Power Systems,SPS,PART-0840,502,pending,2025-12-15,2026-01-07,SITE-074
299,Apex Defense Components,ADC,PART-0668,673,shipped,2023-04-02,2023-04-07,SITE-048
300,Sterling Power Systems,SPS,PART-0353,860,shipped,2026-04-01,2026-04-25,SITE-039
301,Vector Aerospace Supply,VAS,PART-0182,764,delivered,2025-04-20,2025-05-02,SITE-028
302,Redstone Logistics Group,RLG,PART-0292,277,shipped,2023-12-08,2023-12-09,SITE-064
303,Titan Mobility Systems,TMS,PART-0691,516,pending,2024-10-11,2024-10-17,SITE-056
304,Falcon Electronics Group,FEG,PART-0306,705,pending,2023-05-14,2023-05-20,SITE-093
305,Prairie Technical Components,PTC,PART-0608,29,shipped,2023-02-15,2023-03-02,SITE-045
306,Keystone Industrial Supply,KIS,PART-0530,808,delivered,2025-04-23,2025-05-13,SITE-091
307,Harborline Industrial Supply,HIS,PART-0019,420,delivered,2023-02-13,2023-02-16,SITE-050
308,Apex Defense Components,ADC,PART-0319,479,pending,2024-05-02,2024-05-19,SITE-031
309,Sterling Power Systems,SPS,PART-0936,977,delivered,2024-05-09,2024-05-18,SITE-098
310,Granite State Components,GSC,PART-0599,463,pending,2024-02-04,2024-02-11,SITE-070
311,Keystone Industrial Supply,KIS,PART-0727,772,delivered,2024-11-12,2024-11-19,SITE-031
312,Vector Aerospace Supply,VAS,PART-0835,1000,pending,2026-02-25,2026-03-18,SITE-013
313,Compass Maritime Supply,CMS,PART-0683,352,shipped,2023-10-21,2023-11-12,SITE-020
314,Evergreen Field Support,EFS,PART-0420,51,shipped,2026-11-21,2026-12-04,SITE-040
315,Lone Star Equipment Group,LSEG,PART-0154,848,delivered,2026-05-20,2026-06-12,SITE-035
316,Mesa Tactical Manufacturing,MTM,PART-0074,243,shipped,2025-05-19,2025-06-09,SITE-029
317,Heritage Logistics Supply,HLS,PART-0758,945,delivered,2024-11-24,2024-12-16,SITE-073
318,Harborline Industrial Supply,HIS,PART-0659,137,pending,2024-02-19,2024-03-03,SITE-001
319,Patriot Precision Parts,PPP,PART-0727,356,delivered,2026-01-03,2026-01-04,SITE-073
320,Summit Tactical Supply,STS,PART-0481,611,pending,2025-06-06,2025-06-09,SITE-035
321,Northstar Defense Supply,NDS,PART-0390,469,delivered,2024-07-27,2024-08-25,SITE-070
322,Ironclad Industrial Systems,IIS,PART-0773,660,shipped,2023-06-15,2023-06-22,SITE-052
323,Prairie Technical Components,PTC,PART-0937,230,delivered,2026-05-24,2026-06-16,SITE-070
324,Trident Marine Components,TMC,PART-0150,392,delivered,2023-03-05,2023-03-10,SITE-086
325,Vector Aerospace Supply,VAS,PART-0816,741,shipped,2023-05-17,2023-06-04,SITE-015
326,Falcon Electronics Group,FEG,PART-0771,73,pending,2025-05-09,2025-06-06,SITE-075
327,Cascade Aerospace Systems,CAS,PART-0874,403,delivered,2026-03-02,2026-03-30,SITE-048
328,Vector Aerospace Supply,VAS,PART-0765,935,pending,2023-09-10,2023-09-24,SITE-074
329,Compass Maritime Supply,CMS,PART-0915,525,delivered,2024-02-21,2024-02-24,SITE-098
330,Ironclad Industrial Systems,IIS,PART-0561,269,delivered,2024-09-14,2024-10-13,SITE-038
331,Titan Mobility Systems,TMS,PART-0692,437,pending,2026-03-10,2026-03-29,SITE-071
332,Vector Aerospace Supply,VAS,PART-0786,913,pending,2025-06-21,2025-06-29,SITE-091
333,Ironclad Industrial Systems,IIS,PART-0449,473,pending,2024-05-14,2024-06-08,SITE-012
334,Keystone Industrial Supply,KIS,PART-0852,643,pending,2026-05-13,2026-06-12,SITE-012
335,Ranger Vehicle Parts,RVP,PART-0818,454,shipped,2025-02-18,2025-03-10,SITE-008
336,Redstone Logistics Group,RLG,PART-0707,96,delivered,2023-03-23,2023-04-15,SITE-007
337,Atlas Ground Support,AGS,PART-0710,325,pending,2025-07-20,2025-08-13,SITE-060
338,Apex Defense Components,ADC,PART-0828,142,pending,2024-11-18,2024-11-30,SITE-048
339,Cascade Aerospace Systems,CAS,PART-0294,254,shipped,2024-04-19,2024-05-02,SITE-048
340,Mesa Tactical Manufacturing,MTM,PART-0274,491,shipped,2025-03-24,2025-04-17,SITE-024
341,Evergreen Field Support,EFS,PART-0088,574,shipped,2025-02-13,2025-03-07,SITE-099
342,Cedar Valley Manufacturing,CVM,PART-0583,455,delivered,2024-11-22,2024-12-11,SITE-030
343,Mesa Tactical Manufacturing,MTM,PART-0627,362,delivered,2024-09-01,2024-09-12,SITE-065
344,Atlas Ground Support,AGS,PART-0214,738,pending,2024-01-04,2024-01-30,SITE-049
345,Patriot Precision Parts,PPP,PART-0481,577,delivered,2026-01-20,2026-02-05,SITE-037
346,Liberty Mechanical Systems,LMS,PART-0052,281,shipped,2025-01-14,2025-01-22,SITE-072
347,Keystone Industrial Supply,KIS,PART-0459,277,delivered,2025-09-26,2025-10-15,SITE-100
348,Trident Marine Components,TMC,PART-0026,650,pending,2023-02-05,2023-03-04,SITE-082
349,Atlas Ground Support,AGS,PART-0547,346,delivered,2025-04-24,2025-05-13,SITE-064
350,Summit Tactical Supply,STS,PART-0683,380,shipped,2026-05-27,2026-06-11,SITE-067
351,Vector Aerospace Supply,VAS,PART-0158,796,delivered,2026-02-20,2026-03-18,SITE-047
352,Heritage Logistics Supply,HLS,PART-0057,343,shipped,2023-03-14,2023-04-02,SITE-024
353,Mesa Tactical Manufacturing,MTM,PART-0347,983,delivered,2023-12-07,2023-12-19,SITE-015
354,Sentinel Equipment Supply,SES,PART-0276,888,pending,2026-01-26,2026-02-06,SITE-073
355,Sterling Power Systems,SPS,PART-0833,281,shipped,2025-08-27,2025-09-06,SITE-012
356,Sterling Power Systems,SPS,PART-0904,918,pending,2025-12-14,2025-12-18,SITE-019
357,Evergreen Field Support,EFS,PART-0280,382,delivered,2026-04-17,2026-04-19,SITE-028
358,Apex Defense Components,ADC,PART-0997,151,delivered,2026-08-25,2026-09-11,SITE-059
359,Evergreen Field Support,EFS,PART-0792,135,delivered,2023-01-08,2023-02-01,SITE-043
360,Apex Defense Components,ADC,PART-0541,578,delivered,2025-05-21,2025-06-17,SITE-009
361,Lone Star Equipment Group,LSEG,PART-0841,413,delivered,2023-09-03,2023-09-19,SITE-008
362,Falcon Electronics Group,FEG,PART-0075,96,shipped,2023-01-13,2023-02-10,SITE-053
363,Falcon Electronics Group,FEG,PART-0910,992,delivered,2024-06-20,2024-06-29,SITE-007
364,Apex Defense Components,ADC,PART-0925,198,pending,2026-08-03,2026-08-23,SITE-063
365,Harborline Industrial Supply,HIS,PART-0185,756,delivered,2026-11-17,2026-12-07,SITE-096
366,Lone Star Equipment Group,LSEG,PART-0533,890,shipped,2025-06-16,2025-07-06,SITE-037
367,Sentinel Equipment Supply,SES,PART-0037,294,delivered,2024-02-21,2024-02-26,SITE-031
368,Titan Mobility Systems,TMS,PART-0684,26,delivered,2023-10-07,2023-10-18,SITE-033
369,Vector Aerospace Supply,VAS,PART-0982,898,shipped,2026-10-15,2026-11-03,SITE-049
370,Apex Defense Components,ADC,PART-0037,813,shipped,2026-03-11,2026-04-03,SITE-005
371,Liberty Mechanical Systems,LMS,PART-0566,401,shipped,2026-10-05,2026-10-28,SITE-018
372,Atlas Ground Support,AGS,PART-0456,844,pending,2023-05-24,2023-06-23,SITE-075
373,Cedar Valley Manufacturing,CVM,PART-0389,836,shipped,2026-05-08,2026-05-15,SITE-077
374,Heritage Logistics Supply,HLS,PART-0052,950,shipped,2026-08-27,2026-09-16,SITE-059
375,Falcon Electronics Group,FEG,PART-0350,138,shipped,2024-06-08,2024-06-21,SITE-045
376,Mesa Tactical Manufacturing,MTM,PART-0402,588,shipped,2026-11-12,2026-11-23,SITE-005
377,Atlas Ground Support,AGS,PART-0671,934,delivered,2026-08-09,2026-08-20,SITE-028
378,Gulf Coast Maintenance Parts,GCMP,PART-0217,503,shipped,2023-11-28,2023-12-23,SITE-067
379,Blue Ridge Defense Manufacturing,BRDM,PART-0362,707,delivered,2024-04-08,2024-04-09,SITE-009
380,Titan Mobility Systems,TMS,PART-0748,13,delivered,2026-07-13,2026-07-25,SITE-029
381,Trident Marine Components,TMC,PART-0791,617,pending,2023-11-04,2023-11-20,SITE-077
382,Northstar Defense Supply,NDS,PART-0927,324,shipped,2024-01-01,2024-01-19,SITE-012
383,Mesa Tactical Manufacturing,MTM,PART-0891,115,shipped,2023-03-15,2023-04-08,SITE-045
384,Cedar Valley Manufacturing,CVM,PART-0514,576,pending,2023-10-26,2023-11-22,SITE-099
385,Atlas Ground Support,AGS,PART-0967,162,delivered,2023-11-07,2023-11-09,SITE-043
386,Apex Defense Components,ADC,PART-0626,153,delivered,2024-07-20,2024-08-10,SITE-026
387,Cascade Aerospace Systems,CAS,PART-0987,1000,shipped,2024-01-20,2024-02-04,SITE-031
388,Sterling Power Systems,SPS,PART-0051,189,delivered,2025-12-04,2025-12-09,SITE-039
389,Falcon Electronics Group,FEG,PART-0914,80,pending,2023-05-18,2023-05-25,SITE-011
390,Cascade Aerospace Systems,CAS,PART-0665,177,shipped,2026-08-20,2026-09-05,SITE-088
391,Redstone Logistics Group,RLG,PART-0118,387,pending,2026-04-02,2026-04-29,SITE-059
392,Liberty Mechanical Systems,LMS,PART-0480,500,pending,2025-09-17,2025-10-12,SITE-098
393,Atlas Ground Support,AGS,PART-0769,99,delivered,2023-03-08,2023-03-24,SITE-081
394,Heritage Logistics Supply,HLS,PART-0507,162,shipped,2026-06-13,2026-06-19,SITE-023
395,Trident Marine Components,TMC,PART-0676,352,shipped,2025-10-15,2025-10-25,SITE-008
396,Titan Mobility Systems,TMS,PART-0396,660,delivered,2024-12-20,2024-12-23,SITE-002
397,Ranger Vehicle Parts,RVP,PART-0932,367,pending,2025-10-02,2025-10-07,SITE-077
398,Patriot Precision Parts,PPP,PART-0227,864,shipped,2023-12-12,2024-01-07,SITE-033
399,Sterling Power Systems,SPS,PART-0145,912,pending,2026-07-02,2026-07-27,SITE-086
400,Liberty Mechanical Systems,LMS,PART-0981,199,pending,2023-02-22,2023-03-06,SITE-100
401,Granite State Components,GSC,PART-0530,706,shipped,2024-10-02,2024-10-09,SITE-045
402,Heritage Logistics Supply,HLS,PART-0627,863,delivered,2026-02-24,2026-03-23,SITE-028
403,Cedar Valley Manufacturing,CVM,PART-0045,337,delivered,2026-06-28,2026-07-18,SITE-015
404,Vector Aerospace Supply,VAS,PART-0253,123,delivered,2023-07-20,2023-07-30,SITE-057
405,Trident Marine Components,TMC,PART-0105,121,shipped,2024-11-18,2024-12-06,SITE-082
406,Summit Tactical Supply,STS,PART-0942,57,shipped,2026-06-21,2026-07-04,SITE-051
407,Titan Mobility Systems,TMS,PART-0960,122,shipped,2026-12-23,2027-01-17,SITE-067
408,Blue Ridge Defense Manufacturing,BRDM,PART-0816,946,shipped,2024-03-12,2024-03-20,SITE-027
409,Sentinel Equipment Supply,SES,PART-0859,486,pending,2024-02-04,2024-03-01,SITE-053
410,Lone Star Equipment Group,LSEG,PART-0089,933,delivered,2023-02-04,2023-02-28,SITE-090
411,Granite State Components,GSC,PART-0627,514,delivered,2023-09-05,2023-09-26,SITE-053
412,Sterling Power Systems,SPS,PART-0509,952,pending,2023-12-09,2023-12-22,SITE-047
413,Granite State Components,GSC,PART-0537,285,pending,2024-04-14,2024-05-09,SITE-027
414,Heritage Logistics Supply,HLS,PART-0291,787,shipped,2024-04-28,2024-05-22,SITE-033
415,Atlas Ground Support,AGS,PART-0859,215,delivered,2024-05-03,2024-05-13,SITE-087
416,Blue Ridge Defense Manufacturing,BRDM,PART-0820,798,delivered,2025-10-12,2025-10-31,SITE-002
417,Blue Ridge Defense Manufacturing,BRDM,PART-0793,113,pending,2026-10-17,2026-10-19,SITE-081
418,Frontier Aviation Components,FAC,PART-0773,553,delivered,2025-02-16,2025-02-24,SITE-086
419,Ironclad Industrial Systems,IIS,PART-0081,184,pending,2024-04-06,2024-04-08,SITE-004
420,Sterling Power Systems,SPS,PART-0329,135,delivered,2023-04-19,2023-04-23,SITE-013
421,Cascade Aerospace Systems,CAS,PART-0228,512,pending,2025-07-05,2025-07-10,SITE-075
422,Titan Mobility Systems,TMS,PART-0468,923,pending,2026-12-26,2027-01-19,SITE-032
423,Harborline Industrial Supply,HIS,PART-0185,596,pending,2024-04-15,2024-04-17,SITE-080
424,Harborline Industrial Supply,HIS,PART-0057,863,shipped,2024-12-15,2025-01-10,SITE-010
425,Keystone Industrial Supply,KIS,PART-0346,270,pending,2026-03-17,2026-03-25,SITE-018
426,Atlas Ground Support,AGS,PART-0868,776,pending,2026-03-06,2026-03-28,SITE-072
427,Cedar Valley Manufacturing,CVM,PART-0419,843,delivered,2026-11-14,2026-11-23,SITE-063
428,Apex Defense Components,ADC,PART-0490,609,shipped,2023-11-26,2023-12-22,SITE-100
429,Cedar Valley Manufacturing,CVM,PART-0851,876,shipped,2026-05-23,2026-06-06,SITE-074
430,Lone Star Equipment Group,LSEG,PART-0037,23,delivered,2024-02-17,2024-03-02,SITE-049
431,Compass Maritime Supply,CMS,PART-0905,679,delivered,2025-06-25,2025-07-10,SITE-020
432,Redstone Logistics Group,RLG,PART-0903,527,delivered,2026-02-26,2026-03-07,SITE-065
433,Keystone Industrial Supply,KIS,PART-0548,402,delivered,2024-09-25,2024-09-29,SITE-043
434,Evergreen Field Support,EFS,PART-0824,299,pending,2024-04-12,2024-04-25,SITE-016
435,Ironclad Industrial Systems,IIS,PART-0325,413,pending,2024-04-04,2024-05-01,SITE-063
436,Sentinel Equipment Supply,SES,PART-0319,914,shipped,2023-12-11,2024-01-03,SITE-045
437,Lone Star Equipment Group,LSEG,PART-0155,101,pending,2023-09-02,2023-09-29,SITE-087
438,Vector Aerospace Supply,VAS,PART-0787,913,shipped,2023-06-26,2023-07-18,SITE-014
439,Compass Maritime Supply,CMS,PART-0904,442,pending,2026-12-16,2027-01-09,SITE-034
440,Granite State Components,GSC,PART-0859,468,delivered,2024-01-20,2024-02-19,SITE-029
441,Sterling Power Systems,SPS,PART-0346,967,delivered,2023-06-06,2023-06-19,SITE-014
442,Keystone Industrial Supply,KIS,PART-0321,68,delivered,2024-05-15,2024-05-18,SITE-058
443,Harborline Industrial Supply,HIS,PART-0366,862,shipped,2025-11-02,2025-11-16,SITE-065
444,Apex Defense Components,ADC,PART-0046,75,shipped,2024-10-18,2024-10-23,SITE-032
445,Frontier Aviation Components,FAC,PART-0081,152,pending,2023-07-08,2023-08-02,SITE-030
446,Pinnacle Hydraulic Systems,PHS,PART-0040,275,pending,2026-10-21,2026-11-17,SITE-092
447,Apex Defense Components,ADC,PART-0029,129,shipped,2025-03-21,2025-04-05,SITE-011
448,Ranger Vehicle Parts,RVP,PART-0898,866,pending,2023-01-24,2023-02-05,SITE-027
449,Granite State Components,GSC,PART-0485,2,shipped,2023-08-20,2023-09-17,SITE-067
450,Mesa Tactical Manufacturing,MTM,PART-0238,0,pending,2025-06-03,2025-06-29,SITE-074
451,Ranger Vehicle Parts,RVP,PART-0962,314,pending,2025-09-21,2025-09-24,SITE-034
452,Trident Marine Components,TMC,PART-0609,765,delivered,2024-03-15,2024-03-26,SITE-075
453,Gulf Coast Maintenance Parts,GCMP,PART-0131,663,pending,2025-06-02,2025-06-30,SITE-098
454,Sentinel Equipment Supply,SES,PART-0777,242,delivered,2024-10-04,2024-10-06,SITE-027
455,Trident Marine Components,TMC,PART-0787,586,shipped,2026-10-23,2026-11-08,SITE-095
456,Heritage Logistics Supply,HLS,PART-0293,128,pending,2026-07-13,2026-07-29,SITE-085
457,Mesa Tactical Manufacturing,MTM,PART-0114,892,delivered,2026-10-07,2026-10-31,SITE-063
458,Cedar Valley Manufacturing,CVM,PART-0170,700,pending,2026-03-16,2026-03-20,SITE-019
459,Falcon Electronics Group,FEG,PART-0045,881,shipped,2025-08-04,2025-08-20,SITE-063
460,Gulf Coast Maintenance Parts,GCMP,PART-0065,390,delivered,2024-02-18,2024-03-11,SITE-074
461,Heritage Logistics Supply,HLS,PART-0682,348,pending,2024-12-09,2024-12-29,SITE-097
462,Mesa Tactical Manufacturing,MTM,PART-0273,462,delivered,2025-01-08,2025-01-09,SITE-023
463,Keystone Industrial Supply,KIS,PART-0232,630,shipped,2026-11-15,2026-12-04,SITE-094
464,Compass Maritime Supply,CMS,PART-0651,84,pending,2024-05-10,2024-05-16,SITE-098
465,Sterling Power Systems,SPS,PART-0290,340,shipped,2025-06-14,2025-07-14,SITE-036
466,Cedar Valley Manufacturing,CVM,PART-0916,724,pending,2026-11-02,2026-11-28,SITE-015
467,Harborline Industrial Supply,HIS,PART-0987,643,delivered,2025-11-02,2025-11-27,SITE-045
468,Vector Aerospace Supply,VAS,PART-0968,325,delivered,2024-09-15,2024-09-17,SITE-090
469,Falcon Electronics Group,FEG,PART-0899,888,pending,2026-06-03,2026-06-22,SITE-022
470,Atlas Ground Support,AGS,PART-0380,784,delivered,2026-08-17,2026-08-26,SITE-002
471,Sterling Power Systems,SPS,PART-0332,66,pending,2023-07-06,2023-08-02,SITE-016
472,Blue Ridge Defense Manufacturing,BRDM,PART-0146,219,shipped,2025-01-14,2025-02-10,SITE-066
473,Falcon Electronics Group,FEG,PART-0404,47,shipped,2026-11-20,2026-12-04,SITE-011
474,Mesa Tactical Manufacturing,MTM,PART-0098,802,shipped,2024-02-23,2024-02-25,SITE-004
475,Prairie Technical Components,PTC,PART-0870,294,delivered,2026-12-17,2026-12-29,SITE-065
476,Granite State Components,GSC,PART-0609,544,pending,2023-11-26,2023-12-07,SITE-097
477,Trident Marine Components,TMC,PART-0262,441,delivered,2026-07-15,2026-07-22,SITE-099
478,Ironclad Industrial Systems,IIS,PART-0900,886,pending,2025-05-05,2025-05-08,SITE-061
479,Granite State Components,GSC,PART-0339,855,pending,2026-05-19,2026-06-06,SITE-047
480,Trident Marine Components,TMC,PART-0665,766,shipped,2026-11-19,2026-11-23,SITE-087
481,Lone Star Equipment Group,LSEG,PART-0053,127,pending,2025-07-11,2025-07-22,SITE-006
482,Heritage Logistics Supply,HLS,PART-0219,655,pending,2025-01-16,2025-02-03,SITE-087
483,Sentinel Equipment Supply,SES,PART-0015,138,pending,2025-04-16,2025-04-20,SITE-075
484,Cedar Valley Manufacturing,CVM,PART-0687,759,pending,2023-04-18,2023-05-04,SITE-034
485,Cedar Valley Manufacturing,CVM,PART-0624,589,pending,2023-07-18,2023-07-22,SITE-013
486,Heritage Logistics Supply,HLS,PART-0910,965,pending,2025-02-14,2025-03-09,SITE-073
487,Lone Star Equipment Group,LSEG,PART-0641,242,delivered,2026-11-12,2026-11-30,SITE-047
488,Blue Ridge Defense Manufacturing,BRDM,PART-0996,410,shipped,2025-12-23,2025-12-29,SITE-055
489,Redstone Logistics Group,RLG,PART-0340,699,delivered,2023-10-12,2023-10-24,SITE-066
490,Redstone Logistics Group,RLG,PART-0220,182,delivered,2023-07-18,2023-07-25,SITE-092
491,Apex Defense Components,ADC,PART-0225,247,delivered,2025-06-05,2025-07-05,SITE-084
492,Harborline Industrial Supply,HIS,PART-0688,526,pending,2023-12-18,2024-01-16,SITE-050
493,Mesa Tactical Manufacturing,MTM,PART-0253,680,delivered,2024-02-22,2024-02-23,SITE-016
494,Sterling Power Systems,SPS,PART-0085,685,delivered,2026-08-05,2026-09-02,SITE-005
495,Cascade Aerospace Systems,CAS,PART-0975,398,shipped,2025-06-22,2025-06-24,SITE-084
496,Mesa Tactical Manufacturing,MTM,PART-0562,475,shipped,2023-05-11,2023-06-03,SITE-074
497,Patriot Precision Parts,PPP,PART-0615,113,pending,2023-11-05,2023-11-17,SITE-022
498,Pinnacle Hydraulic Systems,PHS,PART-0380,636,shipped,2024-12-19,2025-01-18,SITE-033
499,Summit Tactical Supply,STS,PART-0582,956,delivered,2025-04-25,2025-05-25,SITE-009
500,Granite State Components,GSC,PART-0605,21,delivered,2023-11-23,2023-12-06,SITE-048
501,Falcon Electronics Group,FEG,PART-0679,321,shipped,2024-09-14,2024-09-19,SITE-066
502,Lone Star Equipment Group,LSEG,PART-0959,25,shipped,2025-11-23,2025-11-26,SITE-011
503,Titan Mobility Systems,TMS,PART-0268,880,shipped,2024-05-13,2024-06-12,SITE-060
504,Summit Tactical Supply,STS,PART-0468,315,delivered,2026-12-23,2027-01-16,SITE-055
505,Apex Defense Components,ADC,PART-0763,55,shipped,2023-11-19,2023-11-27,SITE-051
506,Apex Defense Components,ADC,PART-0560,624,delivered,2025-09-03,2025-09-24,SITE-003
507,Heritage Logistics Supply,HLS,PART-0693,898,pending,2024-06-09,2024-07-04,SITE-074
508,Falcon Electronics Group,FEG,PART-0554,525,pending,2024-04-24,2024-05-02,SITE-099
509,Sterling Power Systems,SPS,PART-0643,994,delivered,2024-04-04,2024-04-28,SITE-047
510,Heritage Logistics Supply,HLS,PART-0799,191,shipped,2025-02-03,2025-02-19,SITE-012
511,Lone Star Equipment Group,LSEG,PART-0464,497,pending,2025-06-06,2025-06-08,SITE-009
512,Falcon Electronics Group,FEG,PART-0578,603,pending,2025-09-17,2025-10-04,SITE-033
513,Gulf Coast Maintenance Parts,GCMP,PART-0738,436,shipped,2025-05-02,2025-05-27,SITE-062
514,Redstone Logistics Group,RLG,PART-0319,571,pending,2025-11-01,2025-11-27,SITE-097
515,Gulf Coast Maintenance Parts,GCMP,PART-0562,754,pending,2024-01-08,2024-01-30,SITE-071
